Estacao;Valor;Valor_D-1;m_postos;Incosistente;Area;P100;P95;P90
1;1.52;0.51;0.48;0;41508;38.19;23.78;19.3
1;6.57;1.52;2.45;0;41508;38.19;23.78;19.3
1;1.17;6.57;4.16;0;41508;38.19;23.78;19.3
1;2.41;1.17;6.31;0;41508;38.19;23.78;19.3
1;5.01;2.41;2.67;0;41508;38.19;23.78;19.3
1;3.14;5.01;2.62;0;41508;38.19;23.78;19.3
1;8.34;3.14;6.77;0;41508;38.19;23.78;19.3
1;2.42;8.34;4.09;0;41508;38.19;23.78;19.3
1;3.21;2.42;10.04;0;41508;38.19;23.78;19.3
1;8.67;3.21;10.24;0;41508;38.19;23.78;19.3
1;1.71;8.67;3.61;0;41508;38.19;23.78;19.3
1;9.95;1.71;7.65;0;41508;38.19;23.78;19.3
1;7.24;9.95;2.24;0;41508;38.19;23.78;19.3
1;1.41;7.24;0;0;41508;38.19;23.78;19.3
1;15.2;1.41;10.95;0;41508;38.19;23.78;19.3
1;16.41;15.2;12.4;0;41508;38.19;23.78;19.3
1;6.78;16.41;9.16;0;41508;38.19;23.78;19.3
1;0.7;6.78;2.12;0;41508;38.19;23.78;19.3
1;4.17;0.7;6.42;0;41508;38.19;23.78;19.3
2;3.85;4.17;4.36;0;41508;40.56;12.63;8.71
2;1.78;3.85;0.6;0;41508;40.56;12.63;8.71
2;4.37;1.78;4.37;0;41508;40.56;12.63;8.71
2;6.45;4.37;8.67;0;41508;40.56;12.63;8.71
2;9.18;6.45;14.04;0;41508;40.56;12.63;8.71
2;1.99;9.18;6.71;0;41508;40.56;12.63;8.71
2;5.85;1.99;5.69;0;41508;40.56;12.63;8.71
2;27.31;5.85;25.12;0;41508;40.56;12.63;8.71
2;7.86;27.31;11.08;0;41508;40.56;12.63;8.71
2;4.28;7.86;11.88;0;41508;40.56;12.63;8.71
2;23.24;4.28;23.25;0;41508;40.56;12.63;8.71
2;14.46;23.24;10.74;0;41508;40.56;12.63;8.71
2;9.23;14.46;7.36;0;41508;40.56;12.63;8.71
2;18.59;9.23;17.77;0;41508;40.56;12.63;8.71
2;14.78;18.59;11.07;0;41508;40.56;12.63;8.71
2;5.82;14.78;8.54;0;41508;40.56;12.63;8.71
2;11.34;5.82;4.32;0;41508;40.56;12.63;8.71
2;1.11;11.34;3.21;0;41508;40.56;12.63;8.71
2;7.66;1.11;8.49;0;41508;40.56;12.63;8.71
2;17.76;7.66;13.98;0;41508;40.56;12.63;8.71
2;4.58;17.76;3.93;0;41508;40.56;12.63;8.71
2;3.77;4.58;2.65;0;41508;40.56;12.63;8.71
2;4.7;3.77;5.9;0;41508;40.56;12.63;8.71
2;6.27;4.7;5.5;0;41508;40.56;12.63;8.71
2;8.85;6.27;5.14;0;41508;40.56;12.63;8.71
2;1.15;8.85;2.85;0;41508;40.56;12.63;8.71
2;4.62;1.15;8.73;0;41508;40.56;12.63;8.71
2;3.4;4.62;7.39;0;41508;40.56;12.63;8.71
2;3;3.4;3.69;0;41508;40.56;12.63;8.71
2;2.15;3;5.65;0;41508;40.56;12.63;8.71
2;0.16;2.15;0.21;0;41508;40.56;12.63;8.71
2;1;0.16;4.41;0;41508;40.56;12.63;8.71
2;0.49;1;0.19;0;41508;40.56;12.63;8.71
2;1.44;0.49;1.5;0;41508;40.56;12.63;8.71
2;2.41;1.44;2.84;0;41508;40.56;12.63;8.71
2;0.87;2.41;1.27;0;41508;40.56;12.63;8.71
2;4.02;0.87;4.56;0;41508;40.56;12.63;8.71
2;9.85;4.02;5.84;0;41508;40.56;12.63;8.71
2;0.08;9.85;0.2;0;41508;40.56;12.63;8.71
2;0.39;0.08;0;0;41508;40.56;12.63;8.71
2;0.08;0.39;0;0;41508;40.56;12.63;8.71
2;1.18;0.08;0.06;0;41508;40.56;12.63;8.71
2;0.1;1.18;0;0;41508;40.56;12.63;8.71
2;0.08;0.1;0.5;0;41508;40.56;12.63;8.71
2;0.12;0.08;0.72;0;41508;40.56;12.63;8.71
2;1.63;0.12;4.18;0;41508;40.56;12.63;8.71
2;0.11;1.63;0;0;41508;40.56;12.63;8.71
2;0.15;0.11;0.13;0;41508;40.56;12.63;8.71
2;0.01;0.15;0;0;41508;40.56;12.63;8.71
2;0.65;0.01;0.63;0;41508;40.56;12.63;8.71
2;4.83;0.65;0.88;0;41508;40.56;12.63;8.71
2;0.89;4.83;3.1;0;41508;40.56;12.63;8.71
2;0.65;0.89;1;0;41508;40.56;12.63;8.71
2;0.64;0.65;1.25;0;41508;40.56;12.63;8.71
2;1.1;0.64;6.28;0;41508;40.56;12.63;8.71
2;24.16;1.1;11.61;0;41508;40.56;12.63;8.71
2;13.45;24.16;10.36;0;41508;40.56;12.63;8.71
2;4.59;13.45;0.69;0;41508;40.56;12.63;8.71
2;3.26;4.59;2.56;0;41508;40.56;12.63;8.71
2;1.66;3.26;0.81;0;41508;40.56;12.63;8.71
2;1.25;1.66;1.46;0;41508;40.56;12.63;8.71
2;0.07;1.25;0.13;0;41508;40.56;12.63;8.71
2;0.01;0.07;0;0;41508;40.56;12.63;8.71
2;0;0.01;0;0;41508;40.56;12.63;8.71
2;0.01;0;0;0;41508;40.56;12.63;8.71
2;1.62;0.01;0;0;41508;40.56;12.63;8.71
2;0.47;1.62;0;0;41508;40.56;12.63;8.71
2;0.32;0.47;0;0;41508;40.56;12.63;8.71
2;0.13;0.32;0;0;41508;40.56;12.63;8.71
2;0;0.13;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0.02;0;0.01;0;41508;40.56;12.63;8.71
2;0;0.02;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0.03;0;0;0;41508;40.56;12.63;8.71
2;0;0.03;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0.03;0;0.22;0;41508;40.56;12.63;8.71
2;0.03;0.03;0.03;0;41508;40.56;12.63;8.71
2;0;0.03;0;0;41508;40.56;12.63;8.71
2;0.02;0;0;0;41508;40.56;12.63;8.71
2;0.18;0.02;0;0;41508;40.56;12.63;8.71
2;0.05;0.18;0;0;41508;40.56;12.63;8.71
2;0.01;0.05;0;0;41508;40.56;12.63;8.71
2;0.04;0.01;0.01;0;41508;40.56;12.63;8.71
2;0.09;0.04;0;0;41508;40.56;12.63;8.71
2;0.07;0.09;1.93;0;41508;40.56;12.63;8.71
2;11.48;0.07;18.74;0;41508;40.56;12.63;8.71
2;8.06;11.48;10.76;0;41508;40.56;12.63;8.71
2;0.65;8.06;2.08;0;41508;40.56;12.63;8.71
2;0;0.65;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.09;0;0.45;0;41508;26.79;3.18;1.07
3;0;0.09;0;0;41508;26.79;3.18;1.07
3;0;0;0.01;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0.02;0;41508;26.79;3.18;1.07
3;0;0;0.01;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.01;0;0;0;41508;26.79;3.18;1.07
3;0.07;0.01;0;0;41508;26.79;3.18;1.07
3;0;0.07;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.01;0;0;0;41508;26.79;3.18;1.07
3;0.07;0.01;0;0;41508;26.79;3.18;1.07
3;0;0.07;0;0;41508;26.79;3.18;1.07
3;0.01;0;0;0;41508;26.79;3.18;1.07
3;0;0.01;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.56;0;0;0;41508;26.79;3.18;1.07
3;0;0.56;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.11;0;0;0;41508;26.79;3.18;1.07
3;0;0.11;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.33;0;0;0;41508;26.79;3.18;1.07
3;1.93;0.33;0;0;41508;26.79;3.18;1.07
3;0.02;1.93;0;0;41508;26.79;3.18;1.07
3;0.06;0.02;0.42;0;41508;26.79;3.18;1.07
3;0.05;0.06;0.06;0;41508;26.79;3.18;1.07
3;0.08;0.05;0;0;41508;26.79;3.18;1.07
3;0;0.08;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.15;0;1.27;0;41508;26.79;3.18;1.07
3;0.05;0.15;0.49;0;41508;26.79;3.18;1.07
3;0.02;0.05;0;0;41508;26.79;3.18;1.07
3;0;0.02;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.03;0;0.4;0;41508;26.79;3.18;1.07
3;0.01;0.03;0;0;41508;26.79;3.18;1.07
3;0;0.01;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.02;0;0.16;0;41508;26.79;3.18;1.07
3;0;0.02;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0;0;0;0;41508;26.79;3.18;1.07
3;0.01;0;0;0;41508;26.79;3.18;1.07
3;0;0.01;0;0;41508;26.79;3.18;1.07
3;1.41;0;0;0;41508;26.79;3.18;1.07
3;0.02;1.41;0;0;41508;26.79;3.18;1.07
3;0.06;0.02;2.47;0;41508;26.79;3.18;1.07
3;14.83;0.06;12.48;0;41508;26.79;3.18;1.07
3;43.55;14.83;17.86;1;41508;26.79;3.18;1.07
3;17.28;43.55;1.26;1;41508;26.79;3.18;1.07
3;2.13;17.28;1.4;0;41508;26.79;3.18;1.07
3;8.97;2.13;0.03;0;41508;26.79;3.18;1.07
3;0.09;8.97;0;0;41508;26.79;3.18;1.07
3;0.26;0.09;1.05;0;41508;26.79;3.18;1.07
3;15.13;0.26;12.74;0;41508;26.79;3.18;1.07
3;1.59;15.13;3.11;0;41508;26.79;3.18;1.07
3;1.33;1.59;0.06;0;41508;26.79;3.18;1.07
3;0;1.33;0;0;41508;26.79;3.18;1.07
3;0.17;0;3.61;0;41508;26.79;3.18;1.07
3;11.03;0.17;4.47;0;41508;26.79;3.18;1.07
3;2.29;11.03;1.88;0;41508;26.79;3.18;1.07
3;15.82;2.29;3.19;0;41508;26.79;3.18;1.07
3;3.07;15.82;3.44;0;41508;26.79;3.18;1.07
3;29.01;3.07;5.27;1;41508;26.79;3.18;1.07
3;16.93;29.01;3.39;0;41508;26.79;3.18;1.07
3;12.53;16.93;7.71;0;41508;26.79;3.18;1.07
3;0.29;12.53;0.63;0;41508;26.79;3.18;1.07
3;0.04;0.29;0.13;0;41508;26.79;3.18;1.07
3;0.03;0.04;0.06;0;41508;26.79;3.18;1.07
3;0.04;0.03;0;0;41508;26.79;3.18;1.07
3;0;0.04;0.03;0;41508;26.79;3.18;1.07
3;0.07;0;0.25;0;41508;26.79;3.18;1.07
3;9.14;0.07;4.31;0;41508;26.79;3.18;1.07
3;2.8;9.14;2.2;0;41508;26.79;3.18;1.07
3;16.7;2.8;8.63;0;41508;26.79;3.18;1.07
4;9.4;16.7;2.97;0;41508;35.86;20.79;15.85
4;35.59;9.4;16.59;0;41508;35.86;20.79;15.85
4;7.53;35.59;3.45;0;41508;35.86;20.79;15.85
4;5.98;7.53;0.52;0;41508;35.86;20.79;15.85
4;0.34;5.98;0.53;0;41508;35.86;20.79;15.85
4;0.11;0.34;0;0;41508;35.86;20.79;15.85
4;4.41;0.11;1.13;0;41508;35.86;20.79;15.85
4;0.06;4.41;0.06;0;41508;35.86;20.79;15.85
4;5.42;0.06;6.98;0;41508;35.86;20.79;15.85
4;1.08;5.42;0.68;0;41508;35.86;20.79;15.85
4;0.07;1.08;0.59;0;41508;35.86;20.79;15.85
4;8.36;0.07;3.35;0;41508;35.86;20.79;15.85
4;0.77;8.36;4.04;0;41508;35.86;20.79;15.85
4;10.02;0.77;6.72;0;41508;35.86;20.79;15.85
4;16.34;10.02;10.03;0;41508;35.86;20.79;15.85
4;6.39;16.34;5.05;0;41508;35.86;20.79;15.85
4;11.38;6.39;3.07;0;41508;35.86;20.79;15.85
4;5.15;11.38;4.45;0;41508;35.86;20.79;15.85
4;2.76;5.15;9.1;0;41508;35.86;20.79;15.85
4;7.05;2.76;5.86;0;41508;35.86;20.79;15.85
4;0.88;7.05;2.81;0;41508;35.86;20.79;15.85
4;0.42;0.88;7;0;41508;35.86;20.79;15.85
4;34.92;0.42;12.86;1;41508;35.86;20.79;15.85
4;0.42;34.92;0.52;0;41508;35.86;20.79;15.85
4;4.6;0.42;4.08;0;41508;35.86;20.79;15.85
4;5.56;4.6;3.64;0;41508;35.86;20.79;15.85
4;1.56;5.56;0.56;0;41508;35.86;20.79;15.85
4;0.17;1.56;0.29;0;41508;35.86;20.79;15.85
4;11.61;0.17;7.04;0;41508;35.86;20.79;15.85
4;11.57;11.61;3.21;0;41508;35.86;20.79;15.85
4;20.37;11.57;13.31;0;41508;35.86;20.79;15.85
4;4.14;20.37;5.01;0;41508;35.86;20.79;15.85
4;7.21;4.14;1.09;0;41508;35.86;20.79;15.85
4;11;7.21;7.64;0;41508;35.86;20.79;15.85
4;0.37;11;1.81;0;41508;35.86;20.79;15.85
4;4.42;0.37;4.36;0;41508;35.86;20.79;15.85
4;26.66;4.42;20.97;0;41508;35.86;20.79;15.85
4;2.3;26.66;2.01;0;41508;35.86;20.79;15.85
4;9.68;2.3;2.96;0;41508;35.86;20.79;15.85
4;6.95;9.68;10.93;0;41508;35.86;20.79;15.85
4;5.56;6.95;3.41;0;41508;35.86;20.79;15.85
4;9.35;5.56;9.86;0;41508;35.86;20.79;15.85
4;1.51;9.35;3.22;0;41508;35.86;20.79;15.85
4;8.35;1.51;12.29;0;41508;35.86;20.79;15.85
4;19.29;8.35;13.59;0;41508;35.86;20.79;15.85
4;1.26;19.29;4.07;0;41508;35.86;20.79;15.85
4;14.35;1.26;16.41;0;41508;35.86;20.79;15.85
4;24.84;14.35;23.5;0;41508;35.86;20.79;15.85
4;11.78;24.84;7.88;0;41508;35.86;20.79;15.85
4;0.38;11.78;3.27;0;41508;35.86;20.79;15.85
4;11.9;0.38;5.02;0;41508;35.86;20.79;15.85
4;9.91;11.9;6.69;0;41508;35.86;20.79;15.85
4;1.89;9.91;2.92;0;41508;35.86;20.79;15.85
4;1.98;1.89;11.08;0;41508;35.86;20.79;15.85
4;29.85;1.98;7.93;1;41508;35.86;20.79;15.85
4;0.75;29.85;2.63;0;41508;35.86;20.79;15.85
4;0.25;0.75;0.69;0;41508;35.86;20.79;15.85
4;0.25;0.25;0.36;0;41508;35.86;20.79;15.85
4;0.34;0.25;3.29;0;41508;35.86;20.79;15.85
4;3.35;0.34;3.78;0;41508;35.86;20.79;15.85
4;9.8;3.35;11.62;0;41508;35.86;20.79;15.85
4;4.98;9.8;7.93;0;41508;35.86;20.79;15.85
4;0.48;4.98;2.95;0;41508;35.86;20.79;15.85
4;0.74;0.48;4.31;0;41508;35.86;20.79;15.85
4;15.9;0.74;23.63;0;41508;35.86;20.79;15.85
4;14.17;15.9;11.01;0;41508;35.86;20.79;15.85
4;5.16;14.17;12.47;0;41508;35.86;20.79;15.85
4;3;5.16;7.51;0;41508;35.86;20.79;15.85
4;3.15;3;3.01;0;41508;35.86;20.79;15.85
4;0.54;3.15;5.98;0;41508;35.86;20.79;15.85
4;3.1;0.54;4.21;0;41508;35.86;20.79;15.85
4;11.76;3.1;7.74;0;41508;35.86;20.79;15.85
4;3.6;11.76;5.07;0;41508;35.86;20.79;15.85
4;17.66;3.6;20.63;0;41508;35.86;20.79;15.85
4;12.06;17.66;21.2;0;41508;35.86;20.79;15.85
4;10.3;12.06;20.29;0;41508;35.86;20.79;15.85
4;7.73;10.3;11.5;0;41508;35.86;20.79;15.85
4;9.99;7.73;14.85;0;41508;35.86;20.79;15.85
4;12.63;9.99;26.64;0;41508;35.86;20.79;15.85
4;10.43;12.63;7.14;0;41508;35.86;20.79;15.85
4;5.53;10.43;12.2;0;41508;35.86;20.79;15.85
4;13.03;5.53;13.05;0;41508;35.86;20.79;15.85
4;2.38;13.03;7.78;0;41508;35.86;20.79;15.85
4;35.78;2.38;22.87;0;41508;35.86;20.79;15.85
4;4.49;35.78;13.53;0;41508;35.86;20.79;15.85
4;10.08;4.49;11.91;0;41508;35.86;20.79;15.85
4;4.88;10.08;8.24;0;41508;35.86;20.79;15.85
4;11.48;4.88;9.51;0;41508;35.86;20.79;15.85
4;2.84;11.48;5.31;0;41508;35.86;20.79;15.85
4;10.75;2.84;10.64;0;41508;35.86;20.79;15.85
4;13.99;10.75;10.18;0;41508;35.86;20.79;15.85
1;1.44;13.99;2.35;0;41508;38.19;23.78;19.3
1;8.72;1.44;8.58;0;41508;38.19;23.78;19.3
1;3.83;8.72;11.26;0;41508;38.19;23.78;19.3
1;2.25;3.83;1.88;0;41508;38.19;23.78;19.3
1;0.64;2.25;0.74;0;41508;38.19;23.78;19.3
1;2.27;0.64;2.93;0;41508;38.19;23.78;19.3
1;3.88;2.27;8.56;0;41508;38.19;23.78;19.3
1;5.1;3.88;10.12;0;41508;38.19;23.78;19.3
1;6.91;5.1;10.91;0;41508;38.19;23.78;19.3
1;6.32;6.91;11.02;0;41508;38.19;23.78;19.3
1;2.28;6.32;5.02;0;41508;38.19;23.78;19.3
1;26.41;2.28;19.14;0;41508;38.19;23.78;19.3
1;22.64;26.41;23.19;0;41508;38.19;23.78;19.3
1;23.55;22.64;19.31;0;41508;38.19;23.78;19.3
1;1.26;23.55;6.32;0;41508;38.19;23.78;19.3
1;4.11;1.26;4.47;0;41508;38.19;23.78;19.3
1;1.63;4.11;4.48;0;41508;38.19;23.78;19.3
1;8.71;1.63;10.74;0;41508;38.19;23.78;19.3
1;11.54;8.71;22.21;0;41508;38.19;23.78;19.3
1;28.69;11.54;20.71;0;41508;38.19;23.78;19.3
1;12.92;28.69;10.11;0;41508;38.19;23.78;19.3
1;12.27;12.92;22.55;0;41508;38.19;23.78;19.3
1;28.95;12.27;21.43;0;41508;38.19;23.78;19.3
1;16.81;28.95;16.08;0;41508;38.19;23.78;19.3
1;8.77;16.81;8.43;0;41508;38.19;23.78;19.3
1;25.63;8.77;19.78;0;41508;38.19;23.78;19.3
1;4.16;25.63;9.36;0;41508;38.19;23.78;19.3
1;6.24;4.16;9.33;0;41508;38.19;23.78;19.3
1;17.12;6.24;10.53;0;41508;38.19;23.78;19.3
1;3.69;17.12;1.93;0;41508;38.19;23.78;19.3
1;0.23;3.69;1.58;0;41508;38.19;23.78;19.3
1;7.17;0.23;7.74;0;41508;38.19;23.78;19.3
1;17.28;7.17;20.49;0;41508;38.19;23.78;19.3
1;7.85;17.28;13.51;0;41508;38.19;23.78;19.3
1;21.72;7.85;16.67;0;41508;38.19;23.78;19.3
1;10.21;21.72;8.87;0;41508;38.19;23.78;19.3
1;15.68;10.21;13.96;0;41508;38.19;23.78;19.3
1;46.98;15.68;11.68;1;41508;38.19;23.78;19.3
1;7.56;46.98;6.16;0;41508;38.19;23.78;19.3
1;17.16;7.56;15.08;0;41508;38.19;23.78;19.3
1;18.09;17.16;19.39;0;41508;38.19;23.78;19.3
1;28.75;18.09;23.81;0;41508;38.19;23.78;19.3
1;16.57;28.75;7.73;0;41508;38.19;23.78;19.3
1;7.34;16.57;4.13;0;41508;38.19;23.78;19.3
1;0.7;7.34;1.56;0;41508;38.19;23.78;19.3
1;0.46;0.7;1.7;0;41508;38.19;23.78;19.3
1;1.23;0.46;3.19;0;41508;38.19;23.78;19.3
1;2.1;1.23;3.81;0;41508;38.19;23.78;19.3
1;33.1;2.1;21.14;0;41508;38.19;23.78;19.3
1;3.36;33.1;6.02;0;41508;38.19;23.78;19.3
1;8.67;3.36;8.97;0;41508;38.19;23.78;19.3
1;18.04;8.67;20.4;0;41508;38.19;23.78;19.3
1;18.75;18.04;15.04;0;41508;38.19;23.78;19.3
1;11.46;18.75;4.38;0;41508;38.19;23.78;19.3
1;1.91;11.46;5.35;0;41508;38.19;23.78;19.3
1;13.55;1.91;14.88;0;41508;38.19;23.78;19.3
1;11.17;13.55;10.44;0;41508;38.19;23.78;19.3
1;3.4;11.17;5.38;0;41508;38.19;23.78;19.3
1;4.22;3.4;3.56;0;41508;38.19;23.78;19.3
1;6.44;4.22;6.14;0;41508;38.19;23.78;19.3
1;13.65;6.44;10.74;0;41508;38.19;23.78;19.3
1;14.21;13.65;10.81;0;41508;38.19;23.78;19.3
1;5.99;14.21;10.64;0;41508;38.19;23.78;19.3
1;2.74;5.99;3;0;41508;38.19;23.78;19.3
1;3.41;2.74;7.81;0;41508;38.19;23.78;19.3
1;0.11;3.41;4.51;0;41508;38.19;23.78;19.3
1;9.37;0.11;5.23;0;41508;38.19;23.78;19.3
1;15.71;9.37;7.34;0;41508;38.19;23.78;19.3
1;24.07;15.71;12.84;0;41508;38.19;23.78;19.3
1;14.93;24.07;13.84;0;41508;38.19;23.78;19.3
1;13.56;14.93;6.08;0;41508;38.19;23.78;19.3
1;2.02;13.56;6.73;0;41508;38.19;23.78;19.3
1;18.18;2.02;5.36;0;41508;38.19;23.78;19.3
1;16.57;18.18;16.17;0;41508;38.19;23.78;19.3
1;14.68;16.57;12.03;0;41508;38.19;23.78;19.3
1;10.26;14.68;4.49;0;41508;38.19;23.78;19.3
1;5.57;10.26;4.84;0;41508;38.19;23.78;19.3
1;6.31;5.57;12.9;0;41508;38.19;23.78;19.3
1;8.26;6.31;3.4;0;41508;38.19;23.78;19.3
1;5.88;8.26;3.1;0;41508;38.19;23.78;19.3
1;7.81;5.88;6.53;0;41508;38.19;23.78;19.3
1;4.71;7.81;1.38;0;41508;38.19;23.78;19.3
1;3.69;4.71;2.45;0;41508;38.19;23.78;19.3
1;1.18;3.69;1.59;0;41508;38.19;23.78;19.3
1;3.24;1.18;2.69;0;41508;38.19;23.78;19.3
1;2.42;3.24;4.33;0;41508;38.19;23.78;19.3
1;2.08;2.42;2.33;0;41508;38.19;23.78;19.3
1;1.1;2.08;1.29;0;41508;38.19;23.78;19.3
1;1.02;1.1;1.75;0;41508;38.19;23.78;19.3
1;7.72;1.02;12.05;0;41508;38.19;23.78;19.3
2;10.11;7.72;3.28;0;41508;40.56;12.63;8.71
2;0.72;10.11;2.24;0;41508;40.56;12.63;8.71
2;8.35;0.72;15.23;0;41508;40.56;12.63;8.71
2;33.79;8.35;31.76;0;41508;40.56;12.63;8.71
2;17.33;33.79;8.6;0;41508;40.56;12.63;8.71
2;7.62;17.33;6.53;0;41508;40.56;12.63;8.71
2;19.07;7.62;16.12;0;41508;40.56;12.63;8.71
2;17.84;19.07;20.41;0;41508;40.56;12.63;8.71
2;5.32;17.84;14.88;0;41508;40.56;12.63;8.71
2;23.36;5.32;17.13;0;41508;40.56;12.63;8.71
2;10.99;23.36;10.31;0;41508;40.56;12.63;8.71
2;14.07;10.99;4.16;0;41508;40.56;12.63;8.71
2;10.59;14.07;8.8;0;41508;40.56;12.63;8.71
2;12.68;10.59;4.43;0;41508;40.56;12.63;8.71
2;4.89;12.68;7.98;0;41508;40.56;12.63;8.71
2;23.85;4.89;17.94;0;41508;40.56;12.63;8.71
2;15.47;23.85;5.08;0;41508;40.56;12.63;8.71
2;0.01;15.47;0.73;0;41508;40.56;12.63;8.71
2;0.01;0.01;0.4;0;41508;40.56;12.63;8.71
2;0.01;0.01;0.5;0;41508;40.56;12.63;8.71
2;0;0.01;0;0;41508;40.56;12.63;8.71
2;0.11;0;0;0;41508;40.56;12.63;8.71
2;0.01;0.11;0;0;41508;40.56;12.63;8.71
2;0.62;0.01;1.81;0;41508;40.56;12.63;8.71
2;0.19;0.62;0;0;41508;40.56;12.63;8.71
2;0.07;0.19;0.13;0;41508;40.56;12.63;8.71
2;0.24;0.07;3.54;0;41508;40.56;12.63;8.71
2;0.8;0.24;6.68;0;41508;40.56;12.63;8.71
2;0.12;0.8;3.38;0;41508;40.56;12.63;8.71
2;0.05;0.12;0;0;41508;40.56;12.63;8.71
2;0.02;0.05;0.06;0;41508;40.56;12.63;8.71
2;0;0.02;0;0;41508;40.56;12.63;8.71
2;1.96;0;0.63;0;41508;40.56;12.63;8.71
2;0.43;1.96;0.63;0;41508;40.56;12.63;8.71
2;0.16;0.43;0.09;0;41508;40.56;12.63;8.71
2;0.17;0.16;0;0;41508;40.56;12.63;8.71
2;0.06;0.17;0;0;41508;40.56;12.63;8.71
2;0.02;0.06;0.76;0;41508;40.56;12.63;8.71
2;0;0.02;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0.41;0;0;0;41508;40.56;12.63;8.71
2;0.78;0.41;1.41;0;41508;40.56;12.63;8.71
2;0.32;0.78;0;0;41508;40.56;12.63;8.71
2;0;0.32;0;0;41508;40.56;12.63;8.71
2;0.61;0;1.26;0;41508;40.56;12.63;8.71
2;3.58;0.61;3.06;0;41508;40.56;12.63;8.71
2;0.14;3.58;0.88;0;41508;40.56;12.63;8.71
2;0;0.14;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0.03;0;0.08;0;41508;40.56;12.63;8.71
2;0;0.03;0;0;41508;40.56;12.63;8.71
2;0.08;0;0;0;41508;40.56;12.63;8.71
2;0.75;0.08;0;0;41508;40.56;12.63;8.71
2;0.26;0.75;0;0;41508;40.56;12.63;8.71
2;0;0.26;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0.21;0;2.06;0;41508;40.56;12.63;8.71
2;2.55;0.21;5;0;41508;40.56;12.63;8.71
2;1.14;2.55;1.68;0;41508;40.56;12.63;8.71
2;0.27;1.14;0;0;41508;40.56;12.63;8.71
2;0;0.27;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0.01;0;0;0;41508;40.56;12.63;8.71
2;0.39;0.01;0;0;41508;40.56;12.63;8.71
2;0.21;0.39;0;0;41508;40.56;12.63;8.71
2;0;0.21;0;0;41508;40.56;12.63;8.71
2;0.1;0;0;0;41508;40.56;12.63;8.71
2;0.01;0.1;0;0;41508;40.56;12.63;8.71
2;0;0.01;0;0;41508;40.56;12.63;8.71
2;2.42;0;1.31;0;41508;40.56;12.63;8.71
2;0.06;2.42;0.16;0;41508;40.56;12.63;8.71
2;0.07;0.06;0;0;41508;40.56;12.63;8.71
2;0;0.07;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0.44;0;3.64;0;41508;40.56;12.63;8.71
2;0.46;0.44;1.78;0;41508;40.56;12.63;8.71
2;0;0.46;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
2;0;0;0;0;41508;40.56;12.63;8.71
